conversation_id,turn_no,speaker,utterance,intent,price,background_data,items,politeness_regressor,label,strategy
13,1,1,"The HP Envy 6055e printer has the following features. Wireless connectivity, automatic two-sided printing, and a 2.2-inch touchscreen display. It has a print speed of up to 10 pages per minute in black and white and up to 7 pages per minute in color. along with a A Ink or toner cartridges called Brother LC3013BK Ink Cartridge. This black ink cartridge is compatible with Brother MFC-J491DW, MFC-J497DW, MFC-J690DW, MFC-J895DW printers. It features Brother's Innobella ink technology for high-quality and vivid prints., and a A Wireless adapters called Linksys WUSB6300.",Provide_Clarification-Y,NA',"A Printer called HP Envy 6055e. This all-in-one printer features wireless connectivity, automatic two-sided printing, and a 2.2-inch touchscreen display. It has a print speed of up to 10 pages per minute in black and white and up to 7 pages per minute in color., (""A Ink or toner cartridges called Brother LC3013BK Ink Cartridge . This black ink cartridge is compatible with Brother MFC-J491DW, MFC-J497DW, MFC-J690DW, MFC-J895DW printers. It features Brothers Innobella ink technology for high-quality and vivid prints."", A Wireless adapters called Linksys WUSB6300 . Supports dual-band (2.4GHz/5GHz) Wi-Fi, 802.11ac standard, up to 867Mbps wireless speeds, selectable dual-band, internal antenna, USB 3.0 interface.), ","Printer, (Ink or toner cartridges, Wireless adapters)",3.4794335,7,Establish_credibility
13,2,0,What would be the price for this printer along with this ink or toner cartridges and this wireless adapter?,Ask_Price,24300,"A Printer called HP Envy 6055e. This all-in-one printer features wireless connectivity, automatic two-sided printing, and a 2.2-inch touchscreen display. It has a print speed of up to 10 pages per minute in black and white and up to 7 pages per minute in color., (""A Ink or toner cartridges called Brother LC3013BK Ink Cartridge . This black ink cartridge is compatible with Brother MFC-J491DW, MFC-J497DW, MFC-J690DW, MFC-J895DW printers. It features Brothers Innobella ink technology for high-quality and vivid prints."", A Wireless adapters called Linksys WUSB6300 . Supports dual-band (2.4GHz/5GHz) Wi-Fi, 802.11ac standard, up to 867Mbps wireless speeds, selectable dual-band, internal antenna, USB 3.0 interface.), ","Printer, (Ink or toner cartridges, Wireless adapters)",3.3325083,0,No_strategy
13,2,1,"The printer, along with the ink and toner, the wireless adapter and the power cord, the total is $34300.0",Ask_Price,34300,"A Printer called HP Envy 6055e. This all-in-one printer features wireless connectivity, automatic two-sided printing, and a 2.2-inch touchscreen display. It has a print speed of up to 10 pages per minute in black and white and up to 7 pages per minute in color., (""A Ink or toner cartridges called Brother LC3013BK Ink Cartridge . This black ink cartridge is compatible with Brother MFC-J491DW, MFC-J497DW, MFC-J690DW, MFC-J895DW printers. It features Brothers Innobella ink technology for high-quality and vivid prints."", A Wireless adapters called Linksys WUSB6300 . Supports dual-band (2.4GHz/5GHz) Wi-Fi, 802.11ac standard, up to 867Mbps wireless speeds, selectable dual-band, internal antenna, USB 3.0 interface.), ","Printer, (Ink or toner cartridges, Wireless adapters)",3.474736,0,No_strategy
13,3,0,"the printer compatible with multiple operating systems, such as Windows and Mac?",Ask_Clarification-Y,NA',"A Printer called HP Envy 6055e. This all-in-one printer features wireless connectivity, automatic two-sided printing, and a 2.2-inch touchscreen display. It has a print speed of up to 10 pages per minute in black and white and up to 7 pages per minute in color., (""A Ink or toner cartridges called Brother LC3013BK Ink Cartridge . This black ink cartridge is compatible with Brother MFC-J491DW, MFC-J497DW, MFC-J690DW, MFC-J895DW printers. It features Brothers Innobella ink technology for high-quality and vivid prints."", A Wireless adapters called Linksys WUSB6300 . Supports dual-band (2.4GHz/5GHz) Wi-Fi, 802.11ac standard, up to 867Mbps wireless speeds, selectable dual-band, internal antenna, USB 3.0 interface.), ","Printer, (Ink or toner cartridges, Wireless adapters)",3.3310504,0,No_strategy
13,3,1,"Yes, the printer is compatible with multiple operating systems. Is there anything else I can help you with?",Provide_Clarification-Y,NA',"A Printer called HP Envy 6055e. This all-in-one printer features wireless connectivity, automatic two-sided printing, and a 2.2-inch touchscreen display. It has a print speed of up to 10 pages per minute in black and white and up to 7 pages per minute in color., (""A Ink or toner cartridges called Brother LC3013BK Ink Cartridge . This black ink cartridge is compatible with Brother MFC-J491DW, MFC-J497DW, MFC-J690DW, MFC-J895DW printers. It features Brothers Innobella ink technology for high-quality and vivid prints."", A Wireless adapters called Linksys WUSB6300 . Supports dual-band (2.4GHz/5GHz) Wi-Fi, 802.11ac standard, up to 867Mbps wireless speeds, selectable dual-band, internal antenna, USB 3.0 interface.), ","Printer, (Ink or toner cartridges, Wireless adapters)",3.6861122,7,Establish_credibility
13,4,0,"customer is negotiating with a seller about a product. The customer wants to ask for another deal to the seller. The initial deal was a printer called HP Laserjet Pro M255wprn. This color laser printer is designed to print all your documents, photos, and graphics with confidence. It provides a fast and reliable printing experience, and it is designed to work with a wide range of applications. Print your documents with professional quality, high-gloss paper, or an optional high-capacity toner cartridge. Print, scan, copy, and fax with a wireless network and a duplexer. The price for this deal was $23800.0 The customer wants to remove the toner cartridge from the deal.",Negotiate-Remove-delivery,23800,"A Printer called HP Envy 6055e. This all-in-one printer features wireless connectivity, automatic two-sided printing, and a 2.2-inch touchscreen display. It has a print speed of up to 10 pages per minute in black and white and up to 7 pages per minute in color., (""A Ink or toner cartridges called Brother LC3013BK Ink Cartridge . This black ink cartridge is compatible with Brother MFC-J491DW, MFC-J497DW, MFC-J690DW, MFC-J895DW printers. It features Brothers Innobella ink technology for high-quality and vivid prints."", A Wireless adapters called Linksys WUSB6300 . Supports dual-band (2.4GHz/5GHz) Wi-Fi, 802.11ac standard, up to 867Mbps wireless speeds, selectable dual-band, internal antenna, USB 3.0 interface.), ","Printer, (Ink or toner cartridges, Wireless adapters)",3.4920044,0,No_strategy
13,4,1,"Since the customer wants to remove the toner cartridge from the deal, the price of the bundle will now be $33800.0",Negotiate-Remove-delivery,33800,"A Printer called HP Envy 6055e. This all-in-one printer features wireless connectivity, automatic two-sided printing, and a 2.2-inch touchscreen display. It has a print speed of up to 10 pages per minute in black and white and up to 7 pages per minute in color., (""A Ink or toner cartridges called Brother LC3013BK Ink Cartridge . This black ink cartridge is compatible with Brother MFC-J491DW, MFC-J497DW, MFC-J690DW, MFC-J895DW printers. It features Brothers Innobella ink technology for high-quality and vivid prints."", A Wireless adapters called Linksys WUSB6300 . Supports dual-band (2.4GHz/5GHz) Wi-Fi, 802.11ac standard, up to 867Mbps wireless speeds, selectable dual-band, internal antenna, USB 3.0 interface.), ","Printer, (Ink or toner cartridges, Wireless adapters)",3.3452775,3,Expanding_the_pie
13,5,0,"Hi, I would like to buy the printer but I do not need the ink or toner. What can you offer?",Negotiate-Remove-X,22800,"A Printer called HP Envy 6055e. This all-in-one printer features wireless connectivity, automatic two-sided printing, and a 2.2-inch touchscreen display. It has a print speed of up to 10 pages per minute in black and white and up to 7 pages per minute in color., (""A Ink or toner cartridges called Brother LC3013BK Ink Cartridge . This black ink cartridge is compatible with Brother MFC-J491DW, MFC-J497DW, MFC-J690DW, MFC-J895DW printers. It features Brothers Innobella ink technology for high-quality and vivid prints."", A Wireless adapters called Linksys WUSB6300 . Supports dual-band (2.4GHz/5GHz) Wi-Fi, 802.11ac standard, up to 867Mbps wireless speeds, selectable dual-band, internal antenna, USB 3.0 interface.), ","Printer, (Wireless adapters,)",4.161837,0,No_strategy
13,5,1,"Well, I can offer you the printer for $22800.0 and the toner and ink for $32800.0 how does that sound?",tell_price,32800,"A Printer called HP Envy 6055e. This all-in-one printer features wireless connectivity, automatic two-sided printing, and a 2.2-inch touchscreen display. It has a print speed of up to 10 pages per minute in black and white and up to 7 pages per minute in color., (""A Ink or toner cartridges called Brother LC3013BK Ink Cartridge . This black ink cartridge is compatible with Brother MFC-J491DW, MFC-J497DW, MFC-J690DW, MFC-J895DW printers. It features Brothers Innobella ink technology for high-quality and vivid prints."", A Wireless adapters called Linksys WUSB6300 . Supports dual-band (2.4GHz/5GHz) Wi-Fi, 802.11ac standard, up to 867Mbps wireless speeds, selectable dual-band, internal antenna, USB 3.0 interface.), ","Printer, (Wireless adapters,)",3.4182148,0,No_strategy
13,6,0,"I do not want this printer, can you sell me the printer for $22200.0",Negotiate-Remove-X_Negotiate-Price-Decrease,22200,"A Printer called HP Envy 6055e. This all-in-one printer features wireless connectivity, automatic two-sided printing, and a 2.2-inch touchscreen display. It has a print speed of up to 10 pages per minute in black and white and up to 7 pages per minute in color., (""A Ink or toner cartridges called Brother LC3013BK Ink Cartridge . This black ink cartridge is compatible with Brother MFC-J491DW, MFC-J497DW, MFC-J690DW, MFC-J895DW printers. It features Brothers Innobella ink technology for high-quality and vivid prints."", A Wireless adapters called Linksys WUSB6300 . Supports dual-band (2.4GHz/5GHz) Wi-Fi, 802.11ac standard, up to 867Mbps wireless speeds, selectable dual-band, internal antenna, USB 3.0 interface.), ",Printer,3.1975749,2,Boulware
13,6,1,"Oh I see, I can remove the printer from the bundle and sell you the printer, two printers, a scanner, and a printer stand for $32200, but $22200.0 is too less! How about $32200.0",Negotiate-Price-Remove-X,32200,"A Printer called HP Envy 6055e. This all-in-one printer features wireless connectivity, automatic two-sided printing, and a 2.2-inch touchscreen display. It has a print speed of up to 10 pages per minute in black and white and up to 7 pages per minute in color., (""A Ink or toner cartridges called Brother LC3013BK Ink Cartridge . This black ink cartridge is compatible with Brother MFC-J491DW, MFC-J497DW, MFC-J690DW, MFC-J895DW printers. It features Brothers Innobella ink technology for high-quality and vivid prints."", A Wireless adapters called Linksys WUSB6300 . Supports dual-band (2.4GHz/5GHz) Wi-Fi, 802.11ac standard, up to 867Mbps wireless speeds, selectable dual-band, internal antenna, USB 3.0 interface.), ",Printer,3.3281755,1,Conceder
13,7,0,"$22200.0 is the highest that I can go, I am sorry, but I am unwilling to buy this product.",Negotiate-Price-NoChange,22200,"A Printer called HP Envy 6055e. This all-in-one printer features wireless connectivity, automatic two-sided printing, and a 2.2-inch touchscreen display. It has a print speed of up to 10 pages per minute in black and white and up to 7 pages per minute in color., (""A Ink or toner cartridges called Brother LC3013BK Ink Cartridge . This black ink cartridge is compatible with Brother MFC-J491DW, MFC-J497DW, MFC-J690DW, MFC-J895DW printers. It features Brothers Innobella ink technology for high-quality and vivid prints."", A Wireless adapters called Linksys WUSB6300 . Supports dual-band (2.4GHz/5GHz) Wi-Fi, 802.11ac standard, up to 867Mbps wireless speeds, selectable dual-band, internal antenna, USB 3.0 interface.), ",Printer,3.6155493,1,Conceder
13,7,1,"I understand that you are unwilling to spend that much on a printer. However, I'm sure that the HP Envy 6055e will meet your expectations, since it is the latest model from HP and is also a great value for the money. It has a 2.2-inch touchscreen display, which makes it easy to use. It also has a print speed of up to 10 pages per minute in black and white and up to 7 pages per minute in color. It has a wireless connectivity with a 2.4GHz/5GHz dual-band Wi-Fi, 802.11ac standard, up to 867Mbps wireless speeds, selectable dual-band, internal antenna, USB 3.0 interface.",Negotiate-Price-NoChange,32200,"A Printer called HP Envy 6055e. This all-in-one printer features wireless connectivity, automatic two-sided printing, and a 2.2-inch touchscreen display. It has a print speed of up to 10 pages per minute in black and white and up to 7 pages per minute in color., (""A Ink or toner cartridges called Brother LC3013BK Ink Cartridge . This black ink cartridge is compatible with Brother MFC-J491DW, MFC-J497DW, MFC-J690DW, MFC-J895DW printers. It features Brothers Innobella ink technology for high-quality and vivid prints."", A Wireless adapters called Linksys WUSB6300 . Supports dual-band (2.4GHz/5GHz) Wi-Fi, 802.11ac standard, up to 867Mbps wireless speeds, selectable dual-band, internal antenna, USB 3.0 interface.), ",Printer,3.5897586,7,Establish_credibility
13,8,0,Could you please tell me about the Ink or toner cartridges?,Ask_Clarification-Y,NA',"A Printer called HP Envy 6055e. This all-in-one printer features wireless connectivity, automatic two-sided printing, and a 2.2-inch touchscreen display. It has a print speed of up to 10 pages per minute in black and white and up to 7 pages per minute in color., (""A Ink or toner cartridges called Brother LC3013BK Ink Cartridge . This black ink cartridge is compatible with Brother MFC-J491DW, MFC-J497DW, MFC-J690DW, MFC-J895DW printers. It features Brothers Innobella ink technology for high-quality and vivid prints."", A Wireless adapters called Linksys WUSB6300 . Supports dual-band (2.4GHz/5GHz) Wi-Fi, 802.11ac standard, up to 867Mbps wireless speeds, selectable dual-band, internal antenna, USB 3.0 interface.), ",Printer,3.6883318,0,No_strategy
13,8,1,"These ink or toner cartridges are compatible with Brother MFC-J491DW, MFC-J497DW, MFC-J690DW, MFC-J895DW printers. It features Brother's Innobella ink technology for high-quality and vivid prints.",Provide_Clarification-Y,NA',"A Printer called HP Envy 6055e. This all-in-one printer features wireless connectivity, automatic two-sided printing, and a 2.2-inch touchscreen display. It has a print speed of up to 10 pages per minute in black and white and up to 7 pages per minute in color., (""A Ink or toner cartridges called Brother LC3013BK Ink Cartridge . This black ink cartridge is compatible with Brother MFC-J491DW, MFC-J497DW, MFC-J690DW, MFC-J895DW printers. It features Brothers Innobella ink technology for high-quality and vivid prints."", A Wireless adapters called Linksys WUSB6300 . Supports dual-band (2.4GHz/5GHz) Wi-Fi, 802.11ac standard, up to 867Mbps wireless speeds, selectable dual-band, internal antenna, USB 3.0 interface.), ",Printer,3.4298491,7,Establish_credibility
13,9,0,What is your best offer for this product?,Negotiate-Add-X,23100,"A Printer called HP Envy 6055e. This all-in-one printer features wireless connectivity, automatic two-sided printing, and a 2.2-inch touchscreen display. It has a print speed of up to 10 pages per minute in black and white and up to 7 pages per minute in color., (""A Ink or toner cartridges called Brother LC3013BK Ink Cartridge . This black ink cartridge is compatible with Brother MFC-J491DW, MFC-J497DW, MFC-J690DW, MFC-J895DW printers. It features Brothers Innobella ink technology for high-quality and vivid prints."", A Wireless adapters called Linksys WUSB6300 . Supports dual-band (2.4GHz/5GHz) Wi-Fi, 802.11ac standard, up to 867Mbps wireless speeds, selectable dual-band, internal antenna, USB 3.0 interface.), ","Printer, (Ink or toner cartridges,)",3.348359,0,No_strategy
13,9,1,The best offer for this product is $33100.0,tell_price,33100,"A Printer called HP Envy 6055e. This all-in-one printer features wireless connectivity, automatic two-sided printing, and a 2.2-inch touchscreen display. It has a print speed of up to 10 pages per minute in black and white and up to 7 pages per minute in color., (""A Ink or toner cartridges called Brother LC3013BK Ink Cartridge . This black ink cartridge is compatible with Brother MFC-J491DW, MFC-J497DW, MFC-J690DW, MFC-J895DW printers. It features Brothers Innobella ink technology for high-quality and vivid prints."", A Wireless adapters called Linksys WUSB6300 . Supports dual-band (2.4GHz/5GHz) Wi-Fi, 802.11ac standard, up to 867Mbps wireless speeds, selectable dual-band, internal antenna, USB 3.0 interface.), ","Printer, (Ink or toner cartridges,)",3.431698,4,Linear
13,10,0,What will be the total price if I were to buy the printer along with the ink cartridges and the wireless adapter?,Negotiate-Add-X,23600,"A Printer called HP Envy 6055e. This all-in-one printer features wireless connectivity, automatic two-sided printing, and a 2.2-inch touchscreen display. It has a print speed of up to 10 pages per minute in black and white and up to 7 pages per minute in color., (""A Ink or toner cartridges called Brother LC3013BK Ink Cartridge . This black ink cartridge is compatible with Brother MFC-J491DW, MFC-J497DW, MFC-J690DW, MFC-J895DW printers. It features Brothers Innobella ink technology for high-quality and vivid prints."", A Wireless adapters called Linksys WUSB6300 . Supports dual-band (2.4GHz/5GHz) Wi-Fi, 802.11ac standard, up to 867Mbps wireless speeds, selectable dual-band, internal antenna, USB 3.0 interface.), ","Printer, (Ink or toner cartridges, Wireless adapters)",3.3308396,0,No_strategy
13,10,1,"$33600.0 total, how does that sound?",tell_price,33600,"A Printer called HP Envy 6055e. This all-in-one printer features wireless connectivity, automatic two-sided printing, and a 2.2-inch touchscreen display. It has a print speed of up to 10 pages per minute in black and white and up to 7 pages per minute in color., (""A Ink or toner cartridges called Brother LC3013BK Ink Cartridge . This black ink cartridge is compatible with Brother MFC-J491DW, MFC-J497DW, MFC-J690DW, MFC-J895DW printers. It features Brothers Innobella ink technology for high-quality and vivid prints."", A Wireless adapters called Linksys WUSB6300 . Supports dual-band (2.4GHz/5GHz) Wi-Fi, 802.11ac standard, up to 867Mbps wireless speeds, selectable dual-band, internal antenna, USB 3.0 interface.), ","Printer, (Ink or toner cartridges, Wireless adapters)",3.378783,0,No_strategy
13,11,0,Let me know about the wireless adapters with this printer?,Ask_Clarification-Y,NA',"A Printer called HP Envy 6055e. This all-in-one printer features wireless connectivity, automatic two-sided printing, and a 2.2-inch touchscreen display. It has a print speed of up to 10 pages per minute in black and white and up to 7 pages per minute in color., (""A Ink or toner cartridges called Brother LC3013BK Ink Cartridge . This black ink cartridge is compatible with Brother MFC-J491DW, MFC-J497DW, MFC-J690DW, MFC-J895DW printers. It features Brothers Innobella ink technology for high-quality and vivid prints."", A Wireless adapters called Linksys WUSB6300 . Supports dual-band (2.4GHz/5GHz) Wi-Fi, 802.11ac standard, up to 867Mbps wireless speeds, selectable dual-band, internal antenna, USB 3.0 interface.), ","Printer, (Ink or toner cartridges, Wireless adapters)",3.482034,0,No_strategy
13,11,1,This printer comes with wireless adapters. Does that answer your question?,Provide_Clarification-Y,NA',"A Printer called HP Envy 6055e. This all-in-one printer features wireless connectivity, automatic two-sided printing, and a 2.2-inch touchscreen display. It has a print speed of up to 10 pages per minute in black and white and up to 7 pages per minute in color., (""A Ink or toner cartridges called Brother LC3013BK Ink Cartridge . This black ink cartridge is compatible with Brother MFC-J491DW, MFC-J497DW, MFC-J690DW, MFC-J895DW printers. It features Brothers Innobella ink technology for high-quality and vivid prints."", A Wireless adapters called Linksys WUSB6300 . Supports dual-band (2.4GHz/5GHz) Wi-Fi, 802.11ac standard, up to 867Mbps wireless speeds, selectable dual-band, internal antenna, USB 3.0 interface.), ","Printer, (Ink or toner cartridges, Wireless adapters)",3.275116,7,Establish_credibility
13,12,0,"I'm sorry, but I will not accept your offer of $'NA' since my budget is limited to $24900.0 Good bye",Reject,24900,"A Printer called HP Envy 6055e. This all-in-one printer features wireless connectivity, automatic two-sided printing, and a 2.2-inch touchscreen display. It has a print speed of up to 10 pages per minute in black and white and up to 7 pages per minute in color., (""A Ink or toner cartridges called Brother LC3013BK Ink Cartridge . This black ink cartridge is compatible with Brother MFC-J491DW, MFC-J497DW, MFC-J690DW, MFC-J895DW printers. It features Brothers Innobella ink technology for high-quality and vivid prints."", A Wireless adapters called Linksys WUSB6300 . Supports dual-band (2.4GHz/5GHz) Wi-Fi, 802.11ac standard, up to 867Mbps wireless speeds, selectable dual-band, internal antenna, USB 3.0 interface.), ","Printer, (Ink or toner cartridges, Wireless adapters)",4.0360026,0,No_strategy
18,1,0,"Hello, I am interested in buying the Samsung AC, but I do not need the wall bracket. Is it possible to buy the AC without the wall bracket? What would be the new price?",Negotiate-Remove-X,23600,"A AC called Samsung 1.5 Ton 5 Star Inverter Split AC. Comes with a 5-star energy rating, an inverter compressor, a cooling capacity of 5100 W, and a copper condenser coil., (A Wall brackets called Kanto PDX650 Full Motion Wall Mount . Fits most 37-75 inch flat-panel TVs up to 125lbs, VESA pattern 200x100 to 600x400. Low profile design with 2.5-inch depth, extends up to 21.8 inches, tilts up/down 15 degrees, swivels left/right up to 80 degrees. Includes installation template and hardware kit.,), ",AC,4.1588974,5,Logrolling
